Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1946,Mace Brown,37,US,,R,R,"6' 1""",190,"May 21, 1909",10,18,0,18,18,18,0,0,0,0,0,0,0,0,0,-,0,0,0.8,No,No
1946,Bill Butland,28,US,,R,R,"6' 5""",185,"Mar 22, 1918",3,5,2,5,5,5,0,0,0,0,0,0,0,0,0,-,0,0,-0.9,No,No
1946,Paul Campbell,28,US,,L,L,"5' 10""",185,"Sep 1, 1917",3,28,2,28,5,0,0,5,0,0,0,0,0,0,0,-,15,9,-0.4,No,No
1946,Tom Carey,39,US,,R,R,"5' 8""",170,"Oct 11, 1906",8,3,1,3,3,0,0,0,3,0,0,0,0,0,0,-,0,0,0,No,No
1946,Leon Culberson,27,US,,R,R,"5' 11""",180,"Aug 6, 1918",4,59,39,59,53,0,0,0,0,4,0,6,17,27,49,-,5,1,0.7,No,No
1946,Mel Deutsch,30,US,,R,R,"6' 4""",215,"Jul 26, 1915",1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1946,Dom DiMaggio,29,US,,R,R,"5' 9""",168,"Feb 12, 1917",4,142,141,142,142,0,0,0,0,0,0,0,142,0,142,-,0,0,4.5,Yes,No
1946,Joe Dobson,29,US,,R,R,"6' 2""",197,"Jan 20, 1917",6,32,24,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1946,Bobby Doerr,28,US,,R,R,"5' 11""",175,"Apr 7, 1918",9,151,151,151,151,0,0,0,151,0,0,0,0,0,0,-,0,0,5.6,Yes,Yes
1946,Clem Dreisewerd,30,US,,L,L,"6' 1""",195,"Jan 24, 1916",3,20,1,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1946,Dave Ferriss,24,US,,L,R,"6' 2""",208,"Dec 5, 1921",2,45,35,45,40,40,0,0,0,0,0,0,0,0,0,-,5,0,3.7,Yes,No
1946,Andy Gilbert,31,US,,R,R,"6' 0""",203,"Jul 18, 1914",2,2,0,2,1,0,0,0,0,0,0,0,1,0,1,-,1,1,0,No,No
1946,Don Gutteridge,34,US,,R,R,"5' 10""",165,"Jun 19, 1912",10,22,10,22,15,0,0,0,9,8,0,0,0,0,0,-,2,5,0,No,No
1946,Mickey Harris,29,US,,L,L,"6' 0""",195,"Jan 30, 1917",3,34,30,34,34,34,0,0,0,0,0,0,0,0,0,-,0,0,1.9,Yes,No
1946,Randy Heflin,27,US,,L,R,"6' 0""",185,"Sep 11, 1918",2,5,1,5,5,5,0,0,0,0,0,0,0,0,0,-,0,0,0.3,No,No
1946,Pinky Higgins,37,US,,R,R,"6' 1""",185,"May 27, 1909",14,64,55,64,59,0,0,0,0,59,0,0,0,0,0,-,5,0,0.6,No,No
1946,Tex Hughson,30,US,,R,R,"6' 3""",198,"Feb 9, 1916",5,39,35,39,39,39,0,0,0,0,0,0,0,0,0,-,0,0,5.6,No,No
1946,Earl Johnson,27,US,,L,L,"6' 3""",190,"Apr 2, 1919",3,29,5,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,0.4,No,No
1946,Bob Klinger,38,US,,R,R,"6' 0""",180,"Jun 4, 1908",7,28,1,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,2,No,No
1946,Johnny Lazor,33,US,,L,R,"5' 9""",180,"Sep 9, 1912",4,23,3,23,7,0,0,0,0,0,0,3,0,4,7,-,17,0,-0.3,No,No
1946,Tom McBride,31,US,,R,R,"6' 0""",188,"Nov 2, 1914",4,62,32,62,44,0,0,0,0,0,0,11,2,32,44,-,19,1,0,No,No
1946,Eddie McGah,24,US,,R,R,"6' 0""",183,"Sep 30, 1921",1st,15,11,15,14,0,14,0,0,0,0,0,0,0,0,-,1,0,0,No,No
1946,George Metkovich,25,US,,L,L,"6' 1""",185,"Oct 8, 1920",4,86,65,86,81,0,0,0,0,0,0,6,4,71,81,-,5,2,-0.1,No,No
1946,Wally Moses,35,US,,L,L,"5' 10""",160,"Oct 8, 1910",12,48,41,48,44,0,0,0,0,0,0,0,3,42,44,-,6,0,-0.5,No,No
1946,Roy Partee,28,US,,R,R,"5' 10""",180,"Sep 7, 1917",3,40,32,40,38,0,38,0,0,0,0,0,0,0,0,-,4,0,0.4,No,No
1946,Eddie Pellagrini,28,US,,R,R,"5' 9""",160,"Mar 13, 1918",1st,22,17,22,22,0,0,0,0,14,9,0,0,0,0,-,0,2,-0.4,No,No
1946,Johnny Pesky,27,US,,L,R,"5' 9""",168,"Feb 27, 1919",2,153,153,153,153,0,0,0,0,0,153,0,0,0,0,-,0,0,7.2,Yes,No
1946,Frankie Pytlak,37,US,,R,R,"5' 7""",160,"Jul 30, 1908",12,4,4,4,4,0,4,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1946,Rip Russell,31,US,,R,R,"6' 1""",180,"Jan 26, 1915",5,80,65,80,71,0,0,0,3,70,0,0,0,0,0,-,9,0,-0.9,No,No
1946,Mike Ryba,43,US,,R,R,"5' 11""",180,"Jun 9, 1903",10,9,0,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1946,Ben Steiner,24,US,,L,R,"5' 11""",165,"Jul 28, 1921",2,3,0,3,1,0,0,0,0,1,0,0,0,0,0,-,0,2,0,No,No
1946,Charlie Wagner,33,US,,R,R,"5' 11""",170,"Dec 3, 1912",6,8,4,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1946,Hal Wagner,30,US,,L,R,"6' 0""",165,"Jul 2, 1915",9,117,109,117,116,0,116,0,0,0,0,0,0,0,0,-,4,0,0.7,Yes,No
1946,Ted Williams,27,US,,L,R,"6' 3""",205,"Aug 30, 1918",5,150,150,150,150,0,0,0,0,0,0,150,0,0,150,-,0,0,10.6,Yes,Yes
1946,Jim Wilson,24,US,,R,R,"6' 1""",200,"Feb 20, 1922",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1946,Rudy York,32,US,,R,R,"6' 1""",209,"Aug 17, 1913",11,154,154,154,154,0,0,154,0,0,0,0,0,0,0,-,0,0,2.2,Yes,No
1946,Bill Zuber,33,US,,R,R,"6' 2""",195,"Mar 26, 1913",10,15,7,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,0.7,No,No
1947,Tex Aulds,26,US,,R,R,"6' 2""",185,"Dec 28, 1920",1st,3,0,3,3,0,3,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1947,Matt Batts,25,US,,R,R,"5' 11""",200,"Oct 16, 1921",1st,7,4,7,6,0,6,0,0,0,0,0,0,0,0,-,2,0,0.3,No,No
1947,Bill Butland,29,US,,R,R,"6' 5""",185,"Mar 22, 1918",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1947,Merrill Combs,27,US,,L,R,"6' 0""",172,"Dec 11, 1919",1st,17,17,17,17,0,0,0,0,17,0,0,0,0,0,-,0,0,-0.1,No,No
1947,Leon Culberson,28,US,,R,R,"5' 11""",180,"Aug 6, 1918",5,47,17,47,28,0,0,0,0,4,0,5,4,16,25,-,23,0,-0.3,No,No
1947,Cot Deal,24,US,,B,R,"5' 10""",185,"Jan 23, 1923",1st,6,2,6,5,5,0,0,0,0,0,0,0,0,0,-,1,0,-0.4,No,No
1947,Sam Dente,25,US,,R,R,"5' 11""",175,"Apr 26, 1922",1st,46,44,46,46,0,0,0,0,46,0,0,0,0,0,-,0,0,-0.6,No,No
1947,Dom DiMaggio,30,US,,R,R,"5' 9""",168,"Feb 12, 1917",5,136,134,136,134,0,0,0,0,0,0,0,134,0,134,-,1,1,3.4,No,No
1947,Joe Dobson,30,US,,R,R,"6' 2""",197,"Jan 20, 1917",7,33,31,33,33,33,0,0,0,0,0,0,0,0,0,-,0,0,4.8,No,No
1947,Bobby Doerr,29,US,,R,R,"5' 11""",175,"Apr 7, 1918",10,146,146,146,146,0,0,0,146,0,0,0,0,0,0,-,0,0,3.9,Yes,Yes
1947,Fritz Dorish,25,US,,R,R,"5' 11""",204,"Jul 13, 1921",1st,41,9,41,41,41,0,0,0,0,0,0,0,0,0,-,0,0,-0.8,No,No
1947,Dave Ferriss,25,US,,L,R,"6' 2""",208,"Dec 5, 1921",3,52,28,52,33,33,0,0,0,0,0,0,0,0,0,-,19,0,2.5,No,No
1947,Tommy Fine,32,US,,B,R,"6' 0""",180,"Oct 10, 1914",1st,9,7,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1947,Denny Galehouse,35,US,,R,R,"6' 1""",195,"Dec 7, 1911",13,21,21,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,1.9,No,No
1947,Billy Goodman,21,US,,L,R,"5' 11""",165,"Mar 22, 1926",1st,12,0,12,1,0,0,0,0,0,0,0,0,1,1,-,10,1,-0.1,No,No
1947,Don Gutteridge,35,US,,R,R,"5' 10""",165,"Jun 19, 1912",11,54,30,54,38,0,0,0,20,19,0,0,0,0,0,-,6,10,-0.7,No,No
1947,Mickey Harris,30,US,,L,L,"6' 0""",195,"Jan 30, 1917",4,15,6,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,1.3,No,No
1947,Frankie Hayes,32,US,,R,R,"6' 0""",185,"Oct 13, 1914",14,5,3,5,4,0,4,0,0,0,0,0,0,0,0,-,1,0,-0.4,No,No
1947,Tex Hughson,31,US,,R,R,"6' 3""",198,"Feb 9, 1916",6,29,26,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,1.7,No,No
1947,Earl Johnson,28,US,,L,L,"6' 3""",190,"Apr 2, 1919",4,46,17,46,45,45,0,0,0,0,0,0,0,0,0,-,1,0,2,No,No
1947,Jake Jones,26,US,,R,R,"6' 3""",197,"Nov 23, 1920",4,109,109,109,109,0,0,109,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1947,Bob Klinger,39,US,,R,R,"6' 0""",180,"Jun 4, 1908",8,28,0,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1947,Tom McBride,32,US,,R,R,"6' 0""",188,"Nov 2, 1914",5,2,1,2,1,0,0,0,0,0,0,0,0,1,1,-,1,0,-0.1,No,No
1947,Eddie McGah,25,US,,R,R,"6' 0""",183,"Sep 30, 1921",2,9,2,9,7,0,7,0,0,0,0,0,0,0,0,-,3,1,-0.3,No,No
1947,Sam Mele,25,US,,R,R,"6' 1""",183,"Jan 21, 1922",1st,123,112,123,117,0,0,1,0,0,0,3,24,92,116,-,7,1,1.5,No,No
1947,Wally Moses,36,US,,L,L,"5' 10""",160,"Oct 8, 1910",13,90,54,90,58,0,0,0,0,0,0,0,0,58,58,-,32,0,0.4,No,No
1947,Johnny Murphy,38,US,,R,R,"6' 2""",190,"Jul 14, 1908",13,32,0,32,32,32,0,0,0,0,0,0,0,0,0,-,0,0,1.8,No,No
1947,Mel Parnell,25,US,,L,L,"6' 0""",180,"Jun 13, 1922",1st,15,5,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,-1.4,No,No
1947,Roy Partee,29,US,,R,R,"5' 10""",180,"Sep 7, 1917",4,60,45,60,54,0,54,0,0,0,0,0,0,0,0,-,7,1,-1.1,No,No
1947,Eddie Pellagrini,29,US,,R,R,"5' 9""",160,"Mar 13, 1918",2,74,62,74,68,0,0,0,0,42,26,0,0,0,0,-,4,3,-0.5,No,No
1947,Johnny Pesky,28,US,,L,R,"5' 9""",168,"Feb 27, 1919",3,155,155,155,155,0,0,0,0,21,134,0,0,0,0,-,0,0,4.5,No,No
1947,Rip Russell,32,US,,R,R,"6' 1""",180,"Jan 26, 1915",6,26,11,26,13,0,0,0,0,13,0,0,0,0,0,-,13,0,-0.4,No,No
1947,Strick Shofner,27,US,,L,R,"5' 10""",187,"Jul 23, 1919",1st,5,3,5,4,0,0,0,0,4,0,0,0,0,0,-,1,0,-0.1,No,No
1947,Eddie Smith,33,US,,B,L,"5' 10""",174,"Dec 14, 1913",10,8,3,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1947,Chuck Stobbs,17,US,,L,L,"6' 1""",185,"Jul 2, 1929",1st,4,1,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1947,Birdie Tebbetts,34,US,,R,R,"5' 11""",170,"Nov 10, 1912",9,90,83,90,89,0,89,0,0,0,0,0,0,0,0,-,2,0,0.2,No,No
1947,Hal Wagner,31,US,,L,R,"6' 0""",165,"Jul 2, 1915",10,21,20,21,21,0,21,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1947,Al Widmar,22,US,,R,R,"6' 3""",185,"Mar 20, 1925",1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1947,Ted Williams,28,US,,L,R,"6' 3""",205,"Aug 30, 1918",6,156,156,156,156,0,0,0,0,0,0,156,0,0,156,-,0,0,9.5,Yes,Yes
1947,Rudy York,33,US,,R,R,"6' 1""",209,"Aug 17, 1913",12,48,48,48,48,0,0,48,0,0,0,0,0,0,0,-,0,0,-0.4,No,No
1947,Bill Zuber,34,US,,R,R,"6' 2""",195,"Mar 26, 1913",11,20,1,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1948,Matt Batts,26,US,,R,R,"5' 11""",200,"Oct 16, 1921",2,46,31,46,41,0,41,0,0,0,0,0,0,0,0,-,6,1,0.6,No,No
1948,Earl Caldwell,43,US,,R,R,"6' 1""",178,"Apr 9, 1905",8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,-0.9,No,No
1948,Cot Deal,25,US,,B,R,"5' 10""",185,"Jan 23, 1923",2,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1948,Dom DiMaggio,31,US,,R,R,"5' 9""",168,"Feb 12, 1917",6,155,155,155,155,0,0,0,0,0,0,0,155,0,155,-,0,0,4,No,No
1948,Joe Dobson,31,US,,R,R,"6' 2""",197,"Jan 20, 1917",8,38,32,38,38,38,0,0,0,0,0,0,0,0,0,-,0,0,3.9,Yes,No
1948,Bobby Doerr,30,US,,R,R,"5' 11""",175,"Apr 7, 1918",11,140,138,140,138,0,0,0,138,0,0,0,0,0,0,-,2,0,5.1,Yes,Yes
1948,Fritz Dorish,26,US,,R,R,"5' 11""",204,"Jul 13, 1921",2,9,0,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1948,Dave Ferriss,26,US,,L,R,"6' 2""",208,"Dec 5, 1921",4,31,9,31,31,31,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1948,Denny Galehouse,36,US,,R,R,"6' 1""",195,"Dec 7, 1911",14,27,15,27,27,27,0,0,0,0,0,0,0,0,0,-,0,0,1.2,No,No
1948,Billy Goodman,22,US,,L,R,"5' 11""",165,"Mar 22, 1926",2,127,118,127,119,0,0,117,2,2,0,0,0,0,0,-,8,1,1.8,No,No
1948,Mickey Harris,31,US,,L,L,"6' 0""",195,"Jan 30, 1917",5,20,17,20,20,20,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1948,Billy Hitchcock,31,US,,R,R,"6' 1""",185,"Jul 31, 1916",4,49,28,49,30,0,0,0,15,15,0,0,0,0,0,-,13,6,0.2,No,No
1948,Tex Hughson,32,US,,R,R,"6' 3""",198,"Feb 9, 1916",7,15,0,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1948,Earl Johnson,29,US,,L,L,"6' 3""",190,"Apr 2, 1919",5,35,3,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1948,Jake Jones,27,US,,R,R,"6' 3""",197,"Nov 23, 1920",5,36,26,36,31,0,0,31,0,0,0,0,0,0,0,-,5,1,-0.8,No,No
1948,Ellis Kinder,33,US,,R,R,"6' 0""",195,"Jul 26, 1914",3,28,22,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,1.3,No,No
1948,Jack Kramer,30,US,,R,R,"6' 2""",190,"Jan 5, 1918",9,29,29,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,1.5,No,No
1948,Babe Martin,28,US,,R,R,"5' 11""",194,"Mar 28, 1920",4,4,0,4,1,0,1,0,0,0,0,0,0,0,0,-,3,0,0.1,No,No
1948,Windy McCall,22,US,,L,L,"6' 0""",180,"Jul 18, 1925",1st,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1948,Mickey McDermott,19,US,,L,L,"6' 2""",170,"Apr 29, 1929",1st,7,0,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1948,Sam Mele,26,US,,R,R,"6' 1""",183,"Jan 21, 1922",2,66,45,66,55,0,0,0,0,0,0,3,0,52,55,-,9,5,-0.8,No,No
1948,Wally Moses,37,US,,L,L,"5' 10""",160,"Oct 8, 1910",14,78,41,78,45,0,0,0,0,0,0,0,0,45,45,-,29,4,0.2,No,No
1948,Johnny Ostrowski,30,US,,R,R,"5' 10""",170,"Oct 17, 1917",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0,No,No
1948,Mike Palm,23,US,,R,R,"6' 3""",190,"Feb 13, 1925",1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1948,Mel Parnell,26,US,,L,L,"6' 0""",180,"Jun 13, 1922",2,35,27,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,3.1,No,No
1948,Johnny Pesky,29,US,,L,R,"5' 9""",168,"Feb 27, 1919",4,143,141,143,141,0,0,0,0,141,0,0,0,0,0,-,2,0,3.6,No,No
1948,Neill Sheridan,26,US,,R,R,"6' 1""",195,"Nov 20, 1921",1st,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-,1,1,0,No,No
1948,Stan Spence,33,US,,L,L,"5' 10""",180,"Mar 20, 1915",8,114,102,114,106,0,0,14,0,0,0,25,0,70,92,-,11,0,1.3,No,No
1948,Vern Stephens,27,US,,R,R,"5' 10""",185,"Oct 23, 1920",8,155,155,155,155,0,0,0,0,0,155,0,0,0,0,-,0,0,4.6,Yes,No
1948,Chuck Stobbs,18,US,,L,L,"6' 1""",185,"Jul 2, 1929",2,6,0,6,6,6,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1948,Lou Stringer,31,US,,R,R,"5' 11""",173,"May 13, 1917",4,4,2,4,2,0,0,0,2,0,0,0,0,0,0,-,2,0,-0.1,No,No
1948,Birdie Tebbetts,35,US,,R,R,"5' 11""",170,"Nov 10, 1912",10,128,124,128,126,0,126,0,0,0,0,0,0,0,0,-,2,0,1.3,Yes,No
1948,Ted Williams,29,US,,L,R,"6' 3""",205,"Aug 30, 1918",7,137,134,137,134,0,0,0,0,0,0,134,0,0,134,-,3,0,8.3,Yes,Yes
1948,Tom Wright,24,US,,L,R,"5' 11""",180,"Sep 22, 1923",1st,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-,2,1,0,No,No
1949,Matt Batts,27,US,,R,R,"5' 11""",200,"Oct 16, 1921",3,60,39,60,50,0,50,0,0,0,0,0,0,0,0,-,12,0,-0.1,No,No
1949,Merrill Combs,29,US,,L,R,"6' 0""",172,"Dec 11, 1919",2,14,7,14,10,0,0,0,0,9,1,0,0,0,0,-,4,1,-0.1,No,No
1949,Dom DiMaggio,32,US,,R,R,"5' 9""",168,"Feb 12, 1917",7,145,143,145,144,0,0,0,0,0,0,0,144,0,144,-,1,1,3.7,Yes,No
1949,Joe Dobson,32,US,,R,R,"6' 2""",197,"Jan 20, 1917",9,33,27,33,33,33,0,0,0,0,0,0,0,0,0,-,0,0,2.3,No,No
1949,Bobby Doerr,31,US,,R,R,"5' 11""",175,"Apr 7, 1918",12,139,139,139,139,0,0,0,139,0,0,0,0,0,0,-,0,0,5.4,No,Yes
1949,Fritz Dorish,27,US,,R,R,"5' 11""",204,"Jul 13, 1921",3,5,0,5,5,5,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1949,Walt Dropo,26,US,,R,R,"6' 5""",220,"Jan 30, 1923",1st,11,11,11,11,0,0,11,0,0,0,0,0,0,0,-,0,0,-0.6,No,No
1949,Dave Ferriss,27,US,,L,R,"6' 2""",208,"Dec 5, 1921",5,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1949,Denny Galehouse,37,US,,R,R,"6' 1""",195,"Dec 7, 1911",15,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1949,Billy Goodman,23,US,,L,R,"5' 11""",165,"Mar 22, 1926",3,122,116,122,117,0,0,117,0,0,0,0,0,0,0,-,5,1,0.9,Yes,No
1949,Mickey Harris,32,US,,L,L,"6' 0""",195,"Jan 30, 1917",6,7,6,7,7,7,0,0,0,0,0,0,0,0,0,-,0,0,-0.5,No,No
1949,Billy Hitchcock,32,US,,R,R,"6' 1""",185,"Jul 31, 1916",5,55,36,55,37,0,0,29,8,0,0,0,0,0,0,-,18,0,-1.1,No,No
1949,Tex Hughson,33,US,,R,R,"6' 3""",198,"Feb 9, 1916",8,29,2,29,29,29,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1949,Earl Johnson,30,US,,L,L,"6' 3""",190,"Apr 2, 1919",6,19,3,19,19,19,0,0,0,0,0,0,0,0,0,-,0,0,-1.7,No,No
1949,Ellis Kinder,34,US,,R,R,"6' 0""",195,"Jul 26, 1914",4,43,30,43,43,43,0,0,0,0,0,0,0,0,0,-,0,0,4.4,No,No
1949,Jack Kramer,31,US,,R,R,"6' 2""",190,"Jan 5, 1918",10,21,18,21,21,21,0,0,0,0,0,0,0,0,0,-,0,0,-0.2,No,No
1949,Babe Martin,29,US,,R,R,"5' 11""",194,"Mar 28, 1920",5,2,0,2,1,0,1,0,0,0,0,0,0,0,0,-,1,0,-0.1,No,No
1949,Walt Masterson,29,US,,R,R,"6' 2""",189,"Jun 22, 1920",9,18,5,18,18,18,0,0,0,0,0,0,0,0,0,-,0,0,0.2,No,No
1949,Windy McCall,23,US,,L,L,"6' 0""",180,"Jul 18, 1925",2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,-,0,0,-0.3,No,No
1949,Mickey McDermott,20,US,,L,L,"6' 2""",170,"Apr 29, 1929",2,12,12,12,12,12,0,0,0,0,0,0,0,0,0,-,0,0,1.4,No,No
1949,Sam Mele,27,US,,R,R,"6' 1""",183,"Jan 21, 1922",3,18,11,18,11,0,0,0,0,0,0,0,0,11,11,-,7,0,-0.4,No,No
1949,Tommy O'Brien,30,US,,R,R,"5' 11""",195,"Dec 19, 1918",4,49,32,49,32,0,0,0,0,0,0,0,7,25,32,-,14,3,-0.4,No,No
1949,Mel Parnell,27,US,,L,L,"6' 0""",180,"Jun 13, 1922",3,39,33,39,39,39,0,0,0,0,0,0,0,0,0,-,0,0,8.3,Yes,No
1949,Johnny Pesky,30,US,,L,R,"5' 9""",168,"Feb 27, 1919",5,148,148,148,148,0,0,0,0,148,0,0,0,0,0,-,0,0,4.1,No,No
1949,Frank Quinn,21,US,,R,R,"6' 2""",180,"Nov 27, 1927",1st,8,0,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,0.4,No,No
1949,Jack Robinson,28,US,,R,R,"6' 0""",175,"Feb 20, 1921",1st,3,0,3,3,3,0,0,0,0,0,0,0,0,0,-,0,0,0.1,No,No
1949,Stan Spence,34,US,,L,L,"5' 10""",180,"Mar 20, 1915",9,7,5,7,5,0,0,0,0,0,0,0,2,3,5,-,2,0,-0.1,No,No
1949,Vern Stephens,28,US,,R,R,"5' 10""",185,"Oct 23, 1920",9,155,155,155,155,0,0,0,0,0,155,0,0,0,0,-,0,0,6.9,Yes,No
1949,Chuck Stobbs,19,US,,L,L,"6' 1""",185,"Jul 2, 1929",3,26,19,26,26,26,0,0,0,0,0,0,0,0,0,-,0,0,1.6,No,No
1949,Lou Stringer,32,US,,R,R,"5' 11""",173,"May 13, 1917",5,35,8,35,9,0,0,0,9,0,0,0,0,0,0,-,12,14,0.2,No,No
1949,Birdie Tebbetts,36,US,,R,R,"5' 11""",170,"Nov 10, 1912",11,122,116,122,119,0,119,0,0,0,0,0,0,0,0,-,5,0,0.7,Yes,No
1949,Ted Williams,30,US,,L,R,"6' 3""",205,"Aug 30, 1918",8,155,155,155,155,0,0,0,0,0,0,155,0,0,155,-,0,0,9,Yes,Yes
1949,Johnnie Wittig,35,US,,R,R,"6' 0""",180,"Jun 16, 1914",5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1949,Tom Wright,25,US,,L,R,"5' 11""",180,"Sep 22, 1923",2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,-,5,0,0,No,No
1949,Al Zarilla,30,US,,L,R,"5' 11""",180,"May 1, 1919",6,124,119,124,122,0,0,0,0,0,0,2,3,118,122,-,2,1,0.9,No,No
1950,James Atkins,29,US,,L,R,"6' 3""",205,"Mar 10, 1921",1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,$0,No,No
1950,Matt Batts,28,US,,R,R,"5' 11""",200,"Oct 16, 1921",4,75,59,75,73,0,73,0,0,0,0,0,0,0,0,-,3,0,$0,No,No
1950,Merrill Combs,30,US,,L,R,"6' 0""",172,"Dec 11, 1919",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0,No,No
1950,Dom DiMaggio,33,US,,R,R,"5' 9""",168,"Feb 12, 1917",8,141,140,141,140,0,0,0,0,0,0,0,140,0,140,-,1,0,$4,Yes,No
1950,Joe Dobson,33,US,,R,R,"6' 2""",197,"Jan 20, 1917",10,39,27,39,39,39,0,0,0,0,0,0,0,0,0,-,0,0,$4,No,No
1950,Bobby Doerr,32,US,,R,R,"5' 11""",175,"Apr 7, 1918",13,149,149,149,149,0,0,0,149,0,0,0,0,0,0,-,0,0,$4,Yes,Yes
1950,Walt Dropo,27,US,,R,R,"6' 5""",220,"Jan 30, 1923",2,136,134,136,134,0,0,134,0,0,0,0,0,0,0,-,2,0,$3,Yes,No
1950,Dave Ferriss,28,US,,L,R,"6' 2""",208,"Dec 5, 1921",6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,$0,No,No
1950,Bob Gillespie,30,US,,R,R,"6' 4""",187,"Oct 8, 1919",4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1950,Billy Goodman,24,US,,L,R,"5' 11""",165,"Mar 22, 1926",4,110,98,110,98,0,0,21,5,27,1,45,0,0,45,-,12,0,2.7,No,No
1950,Fred Hatfield,25,US,,L,R,"6' 1""",171,"Mar 18, 1925",1st,10,3,10,3,0,0,0,0,3,0,0,0,0,0,-,1,6,0.1,No,No
1950,Earl Johnson,31,US,,L,L,"6' 3""",190,"Apr 2, 1919",7,11,0,11,11,11,0,0,0,0,0,0,0,0,0,-,0,0,-0.1,No,No
1950,Ken Keltner,33,US,,R,R,"6' 0""",190,"Oct 31, 1916",13,13,7,13,9,0,0,1,0,8,0,0,0,0,0,-,4,1,0,No,No
1950,Ellis Kinder,35,US,,R,R,"6' 0""",195,"Jul 26, 1914",5,48,23,48,48,48,0,0,0,0,0,0,0,0,0,-,0,0,$3,No,No
1950,Dick Littlefield,24,US,,L,L,"6' 0""",180,"Mar 18, 1926",1st,15,2,15,15,15,0,0,0,0,0,0,0,0,0,-,0,0,-0.8,No,No
1950,Phil Marchildon,36,CA,,R,R,"5' 10""",170,"Oct 25, 1913",9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-,0,0,$0,No,No
